year,id_c,state,first_rate_change_year,ever_treated,tp,event_time_rate_change,grund_perfirm,high_gw_rate,rate_gw,log_gdp,log_mean_precip,log_sw_area,log_pop_density,log_fremdbezug,post,log_grund_perfirm,ln_rate
2019,3352,3,2016,1,1,3,35.76190476190476,0,0.09,15.40422358595378,6.778784897685177,8.589513852995864,4.576770711466393,4.2626798770413155,1,3.604462112301353,-2.4078345037131434
2019,3353,3,2016,1,1,3,178.21951219512195,0,0.09,15.679205653415044,6.582371339346345,7.741099090035366,5.322033893165353,3.186151040580565,1,5.188611379630708,-2.4078345037131434
2019,3358,3,2016,1,1,3,270.3454545454546,0,0.09,15.421703611533475,6.508868486234095,7.46737106691756,4.328098292648326,3.9357395320454622,1,5.603392749108577,-2.4078345037131434
2019,3354,3,2016,1,1,3,236.816091954023,0,0.09,14.053842972259048,6.446513155404975,7.884952945759814,3.698829784967105,2.441847160327553,1,5.471497652085005,-2.4078345037131434
2019,3355,3,2016,1,1,3,140.02912621359224,0,0.09,15.508459494962862,6.459591416340857,8.133293861222633,4.939497266262916,2.5958341651796566,1,4.948966437936478,-2.4078345037131434
2019,3356,3,2016,1,1,3,19.166666666666668,0,0.09,14.703963797292973,6.696746140323929,7.359467638255621,5.168208681201016,2.751535313041949,1,3.004031076368686,-2.4078345037131434
2019,3357,3,2016,1,1,3,173.07142857142858,0,0.09,15.515249032084338,6.601343336957132,7.564238475170491,4.380775852772229,3.2001297820471453,1,5.159465724009948,-2.4078345037131434
2019,3359,3,2016,1,1,3,33.20238095238095,0,0.09,15.705907091018243,6.607359394110281,9.058004710672485,5.0900624277275774,6.645369585713622,1,3.532295260135976,-2.4078345037131434
2019,3360,3,2016,1,1,3,154.63713080168776,0,0.09,14.793496397304123,6.6504860129385515,6.928537818164665,4.162003210695915,2.6587535795909827,1,5.04752721310762,-2.4078345037131434
2019,3361,3,2016,1,1,3,269.5089947089947,0,0.09,15.326201371146984,6.430042006666349,7.487173694213739,5.163070217140011,3.6916533809966614,1,5.600305349892641,-2.4078345037131434
2019,3451,3,2016,1,1,3,61.72,0,0.09,15.20762594399716,6.750867523444993,7.454719949364001,5.146912912388804,3.907613296939446,1,4.138680376042152,-2.4078345037131434
2019,3452,3,2016,1,1,3,5.285714285714286,0,0.09,15.459587163651769,6.675354727833822,8.327967858305488,4.99991133073328,5.051685833926613,1,1.8382794848629478,-2.4078345037131434
2019,3453,3,2016,1,1,3,185.89473684210526,0,0.09,15.613730612594535,6.65770291111071,7.732807530422021,4.797442073635214,3.6118657800137703,1,5.230545553776647,-2.4078345037131434
2019,3401,3,2016,1,1,3,2425.5809523809526,0,0.09,14.420789449035375,6.669117306709278,4.8283137373023015,7.125202637751466,5.034785754328539,1,7.794238530077756,-2.4078345037131434
2019,3402,3,2016,1,1,3,192.64541860065324,0,0.09,15.138823318649647,6.742408826394144,6.697034247666484,6.098748212327656,2.8557506921381632,1,5.266028747538137,-2.4078345037131434
2019,3454,3,2016,1,1,3,99.34343434343434,0,0.09,16.479444316027347,6.588011745838236,8.74623928838306,4.739701078945697,4.001438896662388,1,4.608598645532706,-2.4078345037131434
2019,3455,3,2016,1,1,3,2425.5809523809526,0,0.09,14.829403386647842,6.613015022718449,7.259116128097101,5.093136515607999,5.294978465282522,1,7.794238530077756,-2.4078345037131434
2019,3456,3,2016,1,1,3,117.6842105263158,0,0.09,15.34285863545557,6.621294682447037,7.67693714581808,4.946629964120343,3.493312670569961,1,4.776466272770338,-2.4078345037131434
2019,3457,3,2016,1,1,3,1212.7904761904763,0,0.09,15.341011707389814,6.659806608748956,8.749415406663651,5.064491966886966,4.537961436294641,1,7.101503367095208,-2.4078345037131434
2019,3458,3,2016,1,1,3,56.833333333333336,0,0.09,15.030167483259488,6.625790166859585,7.186901020411631,4.819474788635096,3.8593252164276968,1,4.057565310718804,-2.4078345037131434
2019,3403,3,2016,1,1,3,1455.3485714285714,0,0.09,15.923980785670723,6.578261599000293,5.963579343618446,7.4031220276855825,5.185148668442399,1,7.283687603557887,-2.4078345037131434
2019,3404,3,2016,1,1,3,257.54545454545456,0,0.09,15.965580982134954,6.578261599000293,5.247024072160486,7.230128591223848,4.3899497095112086,1,5.555071518124761,-2.4078345037131434
2019,3459,3,2016,1,1,3,69.93333333333334,0,0.09,16.247238277020298,6.629032947901828,8.22764270790443,5.134621273877247,3.711944727044932,1,4.261740468799379,-2.4078345037131434
2019,3460,3,2016,1,1,3,51.55357142857143,0,0.09,15.699008989298086,6.45110213410454,7.071573364211532,5.172754143572691,3.332204510175204,1,3.9618330574983234,-2.4078345037131434
2019,3461,3,2016,1,1,3,1212.7904761904763,0,0.09,14.901524486174798,6.654539043411635,8.244859395911256,4.685828089005546,6.754604099487962,1,7.101503367095208,-2.4078345037131434
2019,3405,3,2016,1,1,3,192.64541860065324,0,0.09,14.9865045916177,6.578261599000293,6.373319789577012,6.56751595579168,4.611109193816298,1,5.266028747538137,-2.4078345037131434
2019,3462,3,2016,1,1,3,71.2,0,0.09,14.290182025880249,6.6617268551304685,7.251344983372214,4.473921899378137,2.9652730660692823,1,4.279440045898781,-2.4078345037131434
2019,4011,4,0,0,0,-999,62.8421052631579,0,0.06,17.18957847448786,6.494131983172509,7.769800996003896,7.462214939768189,5.515654620209224,1,4.15641292977761,-2.8132440639807155
2019,4012,4,0,0,0,-999,11.153846153846153,0,0.06,15.196902923913932,6.628173642564224,7.845416036592485,7.102005406641365,4.572329079798849,1,2.49764567556543,-2.8132440639807155
2019,5112,5,2013,1,1,6,367.7391304347826,0,0.05,16.695323826227312,6.629627419335168,7.593877844605118,7.67000865794063,7.61855016649381,1,5.91008943043255,-2.9955322935513244
2019,5111,5,2013,1,1,6,82.15625,0,0.05,17.76841985024588,6.511745329644728,7.155396301896734,7.959066294532234,5.775230662718217,1,4.420721368177962,-2.9955322935513244
2019,5113,5,2013,1,1,6,4413.0988372093025,0,0.05,17.086493250179775,6.602316484941097,6.2766434893416445,7.927180049753226,6.7357800142423265,1,8.39255897832161,-2.9955322935513244
2019,5154,5,2013,1,1,6,32.659574468085104,0,0.05,16.117472556875516,6.581517161325275,8.403352374992478,5.538907831465967,1.9418492297689984,1,3.5162975466175403,-2.9955322935513244
2019,5114,5,2013,1,1,6,166.5897435897436,0,0.05,16.05841655698951,6.715093802734141,6.0112671744041615,7.409499794011935,7.7277271173431075,1,5.121518990410192,-2.9955322935513244
2019,5158,5,2013,1,1,6,399,0,0.05,16.841491201778368,6.913836749298005,6.673297967767654,7.084561655087982,5.523658501405734,1,5.991464547107982,-2.9955322935513244
2019,5116,5,2013,1,1,6,678.938282647585,0,0.05,16.020678613286808,6.540741357248225,4.204692619390966,7.334525153584131,3.502318153061946,1,6.522002033238765,-2.9955322935513244
2019,5117,5,2013,1,1,6,44.333333333333336,0,0.05,15.6413180903569,6.715093802734141,5.262690188904886,7.533854124788954,5.605802066295998,1,3.8140425970679424,-2.9955322935513244
2019,5119,5,2013,1,1,6,520.087904558462,0,0.05,15.563685539944656,6.715093802734141,4.465908118654584,7.913886714856082,5.3152187900651455,1,6.255918750282246,-2.9955322935513244
2019,5120,5,2013,1,1,6,6.857142857142857,0,0.05,15.260353740858848,6.715093802734141,4.709530201312334,7.309948373219882,4.529522567648777,1,2.0614230361771577,-2.9955322935513244
2019,5162,5,2013,1,1,6,1531.2298850574712,0,0.05,16.71345915012957,6.505933525788771,7.426549072397305,6.6653014791334275,7.763148363265965,1,7.334479394563876,-2.9955322935513244
2019,5122,5,2013,1,1,6,520.087904558462,0,0.05,15.467693159356488,6.880075709875395,4.663439094112067,7.484087704950247,2.7310082078803735,1,6.255918750282246,-2.9955322935513244
2019,5166,5,2013,1,1,6,31.145299145299145,0,0.05,16.00352148636389,6.568007684227004,6.980075940561763,6.275891326839091,1.9199346626520528,1,3.4702662236725805,-2.9955322935513244
2019,5170,5,2013,1,1,6,193.11111111111111,0,0.05,16.441862153372476,6.59458444376319,8.51197962436335,6.091536100832197,5.595227561928894,1,5.268430732797837,-2.9955322935513244
2019,5124,5,2013,1,1,6,843.2352941176471,0,0.05,16.41231324528555,6.969414659368865,5.2574953720277815,7.654348435247709,5.190994141722362,1,6.738431240242361,-2.9955322935513244
2019,5314,5,2013,1,1,6,435.1111111111111,0,0.05,17.034476218797103,6.715093802734141,6.336825731146441,7.757093912716993,4.965172920019499,1,6.07789705288029,-2.9955322935513244
2019,5358,5,2013,1,1,6,8708.805555555555,0,0.05,15.90925630495204,6.7779882209230715,7.379008127628304,5.642261618007951,3.6770036596337423,1,9.072204745321303,-2.9955322935513244
2019,5366,5,2013,1,1,6,72.51851851851852,0,0.05,15.513296104199071,6.728030348035448,6.949856455000773,5.050496827521386,3.2930896115291906,1,4.297537327116962,-2.9955322935513244
2019,5370,5,2013,1,1,6,43.205128205128204,0,0.05,15.734834255819852,6.61910607234015,6.588926477533519,6.0112671744041615,3.9823141790551673,1,3.788840805093992,-2.9955322935513244
2019,5315,5,2013,1,1,6,253.46511627906978,0,0.05,18.01108396222373,6.6637710617960755,7.566828479208331,7.8961806086154915,7.016046379997743,1,5.539163758930209,-2.9955322935513244
2019,5316,5,2013,1,1,6,3047.125,0,0.05,15.950372733585503,6.90605383234238,5.831882477283517,7.638631676352089,9.587037281899704,1,8.022281926464316,-2.9955322935513244
2019,5374,5,2013,1,1,6,19.333333333333332,0,0.05,16.125872631697142,7.043526660956257,7.377758908227872,5.694068782468562,2.54422322694442,1,3.0122615755052013,-2.9955322935513244
2019,5362,5,2013,1,1,6,1957.7857142857142,0,0.05,16.66324472738725,6.581055139509627,7.0431599159883405,6.505485061770492,8.820483181287486,1,7.5800800267066695,-2.9955322935513244
2019,5378,5,2013,1,1,6,583.375,0,0.05,15.927662846760054,6.99732172234118,6.570882962339584,6.47497036021901,4.3208159036289855,1,6.370542900042952,-2.9955322935513244
2019,5382,5,2013,1,1,6,242.49122807017545,0,0.05,16.669803568226545,6.707839853787134,7.718240951959316,6.257475998649367,3.961648242714999,1,5.49508091752129,-2.9955322935513244
2019,5334,5,2013,1,1,6,3189.190476190476,0,0.05,16.89838135042502,6.937475880431219,6.913737350659685,6.670766320845874,7.386765842784658,1,8.067835904400834,-2.9955322935513244
2019,5554,5,2013,1,1,6,171.79338842975207,0,0.05,16.48945546249829,6.599081072050934,7.66105638236183,5.569488886872828,2.5147596129376812,1,5.152096594236071,-2.9955322935513244
2019,5512,5,2013,1,1,6,2206.5494186046512,0,0.05,14.857238512876116,6.715093802734141,5.017279836814924,7.064331586024234,6.41468771013785,1,7.69963831891141,-2.9955322935513244
2019,5558,5,2013,1,1,6,678.938282647585,0,0.05,15.698380491432877,6.603333882526058,7.637716432664798,5.295312857527738,3.490663009470197,1,6.522002033238765,-2.9955322935513244
2019,5513,5,2013,1,1,6,170.6,0,0.05,15.937688021436514,6.69913081376713,4.976733742420574,7.814076479818802,8.708144074908246,1,5.145166187053862,-2.9955322935513244
2019,5515,5,2013,1,1,6,22.454545454545453,0,0.05,16.715283320944337,6.715093802734141,6.380122536899765,6.947552748856203,6.593169059390092,1,3.1550643121232467,-2.9955322935513244
2019,5562,5,2013,1,1,6,239.6904761904762,0,0.05,16.627471183850556,6.5595444134555345,7.6236419465115715,6.6941907024482505,8.92064675391288,1,5.48351177687069,-2.9955322935513244
2019,5566,5,2013,1,1,6,49.095238095238095,0,0.05,16.529579145525332,6.6228360530192845,7.941651252930556,5.523858042461968,4.419987396913105,1,3.913925955574232,-2.9955322935513244
2019,5570,5,2013,1,1,6,37.2,0,0.05,16.021928524079712,6.511373789607015,7.807510042216193,5.354697699984144,3.884994333040227,1,3.6428355156125294,-2.9955322935513244
2019,5711,5,2013,1,1,6,166.52631578947367,0,0.05,16.469525392844385,6.746235849817445,5.198497031265826,7.164101471124065,3.799620207144907,1,5.121140448115653,-2.9955322935513244
2019,5754,5,2013,1,1,6,51.43636363636364,0,0.05,16.725437962768407,6.516291690509786,7.071573364211532,5.933570568689079,4.2703329756190325,1,3.959600313172369,-2.9955322935513244
2019,5758,5,2013,1,1,6,6.615384615384615,0,0.05,15.993066525690208,6.472964341492144,6.159095388491933,6.32310369457549,3.997494736232183,1,2.030170492673053,-2.9955322935513244
2019,5762,5,2013,1,1,6,76.33333333333333,0,0.05,15.220904358024884,6.626883298458905,6.996681488176539,4.768139014266231,3.123343398146637,1,4.3481250829982,-2.9955322935513244
2019,5766,5,2013,1,1,6,10.461538461538462,0,0.05,16.20861747577629,6.7915584845796255,6.928537818164665,5.634432396521408,4.410464569994415,1,2.4389969484839225,-2.9955322935513244
2019,5770,5,2013,1,1,6,134.96428571428572,0,0.05,16.40990392392421,6.444555120222734,8.060855752934316,5.599902344168809,3.8509071915680777,1,4.912392246207293,-2.9955322935513244
2019,5774,5,2013,1,1,6,62.04347826086956,0,0.05,16.246574526085908,6.600278579202176,7.513163545234075,5.513025439041145,4.039230093907227,1,4.14382461948547,-2.9955322935513244
2019,5911,5,2013,1,1,6,2521.7707641196016,0,0.05,16.362982533419473,6.715093802734141,4.919980925828125,7.82839653359355,6.251628590665871,1,7.833113086058799,-2.9955322935513244
2019,5913,5,2013,1,1,6,3530.479069767442,0,0.05,16.991922749894265,6.715093802734141,5.564520407322694,7.648072264018472,6.617670321914046,1,8.169472062105502,-2.9955322935513244
2019,5954,5,2013,1,1,6,18.235294117647058,0,0.05,16.128345243958798,6.621738485849417,6.551080335043404,6.674813885187817,4.810748604946314,1,2.9567468268410373,-2.9955322935513244
2019,5914,5,2013,1,1,6,230.17391304347825,0,0.05,15.697225136591507,6.715093802734141,5.855071922202427,7.0707241072602764,3.731439068532732,1,5.443170297575189,-2.9955322935513244
2019,5915,5,2013,1,1,6,3530.479069767442,0,0.05,15.513786478081911,6.715093802734141,6.0844994130751715,6.678970847777841,6.215807378997674,1,8.169472062105502,-2.9955322935513244
2019,5916,5,2013,1,1,6,5884.131782945737,0,0.05,15.234075816966314,6.715093802734141,4.624972813284271,8.020796304302367,6.47543271670409,1,8.680184412467572,-2.9955322935513244
2019,5958,5,2013,1,1,6,46.629629629629626,0,0.05,16.119117628561266,6.782629278195495,7.390798521735676,4.894101477840304,4.338983811741214,1,3.8634550387932354,-2.9955322935513244
2019,5962,5,2013,1,1,6,25.43859649122807,0,0.05,16.542127917602986,6.827557003653025,7.109062135687172,5.959973880016611,3.7853850913230342,1,3.274824930791945,-2.9955322935513244
2019,5966,5,2013,1,1,6,113.8,0,0.05,15.529939997988476,6.983326465829211,7.091742115095153,5.242275975664412,2.9069010598473755,1,4.743191483885466,-2.9955322935513244
2019,5970,5,2013,1,1,6,61.392857142857146,0,0.05,16.251808814561496,7.0531967146323105,6.456769655572163,5.503296947234575,4.425701698176543,1,4.133450799958853,-2.9955322935513244
2019,5974,5,2013,1,1,6,42.285714285714285,0,0.05,16.23448687404835,6.722780204722619,7.874358824729881,5.429784129290343,4.3718560414695045,1,3.767822656454056,-2.9955322935513244
2019,5978,5,2013,1,1,6,30.307692307692307,0,0.05,16.330929842976364,6.59002628517806,6.577861357721047,6.590301048196686,5.913087118753507,1,3.4438638279810583,-2.9955322935513244
2019,8115,8,0,0,0,-999,26.541666666666668,0,0.051,17.014247306143545,6.5907954314636426,5.560681631015528,6.45661265737732,4.326337728813293,1,3.3157000095037406,-2.975733587047302
2019,8116,8,0,0,0,-999,62.58620689655172,0,0.051,16.950586860492827,6.845063939642217,6.418364935936212,6.72779094176186,4.504396834337171,1,4.152396574130065,-2.975733587047302
2019,8117,8,0,0,0,-999,7.6,0,0.051,15.97585616701008,6.993244664997552,5.697093486505405,5.998688392197302,4.658394947225389,1,2.151762203259462,-2.975733587047302
2019,8135,8,0,0,0,-999,141.7,0,0.051,15.433130506065472,6.538176002563282,5.552959584921617,5.359882722206192,3.122364924487357,1,4.960744524482791,-2.975733587047302
2019,8125,8,0,0,0,-999,23.007518796992482,0,0.051,16.84464835185741,6.6935404973011075,7.138073034044347,5.750029725821521,2.777276963363237,1,3.1783670644930284,-2.975733587047302
2019,8121,8,0,0,0,-999,88.56,0,0.051,15.823159464259112,6.800615165584475,5.41164605185504,7.145353851265932,4.2626798770413155,1,4.494908791730554,-2.975733587047302
2019,8126,8,0,0,0,-999,23.928571428571427,0,0.051,15.59431227023002,6.755400208305653,6.729824070489475,4.983606621708336,2.2662174488231708,1,3.2160145925871686,-2.975733587047302
2019,8118,8,0,0,0,-999,29.417582417582416,0,0.051,17.03598614253429,6.520363362381344,6.836259277277067,6.678593655342365,3.1440575413314704,1,3.4150208102207102,-2.975733587047302
2019,8128,8,0,0,0,-999,29.318181818181817,0,0.051,15.505487731691831,6.459591416340857,6.974478911025045,4.629862798578463,3.4383763849039095,1,3.4117475925573078,-2.975733587047302
2019,8136,8,0,0,0,-999,25.487179487179485,0,0.051,16.48519137942597,6.778746975085199,7.065613363597717,5.341376856008484,3.5323755803459225,1,3.276660822989992,-2.975733587047302
2019,8119,8,0,0,0,-999,14.375,0,0.051,16.562267622272774,6.900957224481138,6.29156913955832,6.212405674866992,3.5085558999826545,1,2.7327428136925818,-2.975733587047302
2019,8127,8,0,0,0,-999,14.26923076923077,0,0.051,16.034178898855703,6.6597638946981625,7.23561914106675,4.894850261102546,4.600157644164547,1,2.7258397426657086,-2.975733587047302
2019,8111,8,0,0,0,-999,81.44,0,0.051,17.84006519899683,6.468836794614753,5.60947179518496,8.028813756480076,5.041358466739096,1,4.412070756022258,-2.975733587047302
2019,8211,8,0,0,0,-999,15.818181818181818,0,0.051,14.967514155314678,7.1592919047975645,4.927253685157205,5.977872593588515,3.048842098867939,1,2.822460552279954,-2.975733587047302
2019,8235,8,0,0,0,-999,27.37037037037037,0,0.051,15.372527593159736,6.696046105293591,5.793013608384144,5.301811255802292,2.3460702049337847,1,3.3453453037362624,-2.975733587047302
2019,8236,8,0,0,0,-999,11.842105263157896,0,0.051,15.65127399386537,6.663260401756892,5.82600010738045,5.8547853481927286,3.4657359027997265,1,2.5527292461267614,-2.975733587047302
2019,8237,8,0,0,0,-999,166.4016563146998,0,0.051,15.3975680238164,7.4746020034259075,6.255750041753367,4.918520005188451,2.57493280144572,1,5.120396052359472,-2.975733587047302
2019,8221,8,0,0,0,-999,86.56521739130434,0,0.051,16.06516817992591,6.800615165584475,5.537334267018537,7.303035362031936,4.076062517384652,1,4.4723838573493575,-2.975733587047302
2019,8215,8,0,0,0,-999,28.057471264367816,0,0.051,16.677025317852237,6.594345057957625,7.7823903355874595,6.019079714140955,2.7300291078209855,1,3.3692756366121643,-2.975733587047302
2019,8212,8,0,0,0,-999,485.4237288135593,0,0.051,16.874604316470446,6.800615165584475,6.556778356158042,7.4957641414187774,3.544147554818891,1,6.18708011402938,-2.975733587047302
2019,8222,8,0,0,0,-999,174.88679245283018,0,0.051,16.867571036941666,6.428751267539102,6.641182169740591,7.670381879311885,4.09842427916266,1,5.169840563380564,-2.975733587047302
2019,8225,8,0,0,0,-999,24.666666666666668,0,0.051,15.335002756085196,6.875128776155043,6.647688373563329,4.856706811803519,2.9222651216721185,1,3.245193133185574,-2.975733587047302
2019,8231,8,0,0,0,-999,956.8095238095239,0,0.051,15.46803976011947,6.788070436036158,4.30406509320417,7.159602898424702,4.48863636973214,1,6.864648931281002,-2.975733587047302
2019,8216,8,0,0,0,-999,75.73170731707317,0,0.051,16.11072495398679,6.808100675821953,7.706162970199576,5.7506660605550515,3.04684262437912,1,4.340315016913915,-2.975733587047302
2019,8226,8,0,0,0,-999,71.17094017094017,0,0.051,16.857803178158033,6.7670745813472575,7.416378479192928,6.249202743186691,3.125785401802189,1,4.279037474170455,-2.975733587047302
2019,8315,8,0,0,0,-999,64.06172839506173,0,0.051,15.9201483658675,6.747234352147035,7.642044402873258,5.258536496536192,3.344256809016838,1,4.175336486862969,-2.975733587047302
2019,8316,8,0,0,0,-999,52.24528301886792,0,0.051,15.539309301431098,7.07730112841422,6.893656354602635,5.504518197131935,2.620009134644564,1,3.9749092188606374,-2.975733587047302
2019,8311,8,0,0,0,-999,311.7916666666667,0,0.051,16.36459683637063,6.800615165584475,5.3230099791384085,7.320990124354662,4.8494227005125365,1,5.745537367225057,-2.975733587047302
2019,8335,8,0,0,0,-999,41.270270270270274,0,0.051,16.1571781814879,6.7259535870350335,6.879355804460439,5.860786223465865,3.813247368397804,1,3.744084008461032,-2.975733587047302
2019,8336,8,0,0,0,-999,383.05555555555554,0,0.051,15.891660312653316,6.784042195294953,6.826545223556594,5.651084685655752,4.859525254323805,1,5.950787218049101,-2.975733587047302
2019,8317,8,0,0,0,-999,157.46979865771812,0,0.051,16.720858718698643,6.87521917397006,8.234830280442056,5.454893673590133,2.5113982652349764,1,5.06556403041512,-2.975733587047302
2019,8325,8,0,0,0,-999,22.25,0,0.051,15.644389335221703,6.800615165584475,6.129050210060545,5.20839265902005,3.528197072423463,1,3.1463051320333655,-2.975733587047302
2019,8326,8,0,0,0,-999,18.72,0,0.051,15.963206365095434,7.100741982594593,6.525029657843462,5.3389793482669266,3.0763901765714454,1,2.9816333491744893,-2.975733587047302
2019,8327,8,0,0,0,-999,35.523809523809526,0,0.051,15.78619749725159,6.728688419908678,5.872117789475416,5.2611345754203205,2.8850667056664716,1,3.5979643636438334,-2.975733587047302
