,year,id_c,county,state,grund,rate_gw,treated_b,high_gw_rate,rate_change,first_rate_change_year,ever_treated,rate_change_treatment_indicator,event_time_rate_change,eigengewinnung,fremdbezug,n_betriebe_eg,match_rpf_sa,match_rpf_sa_eng,high_gw_cont,gdp,gdp_pw,gdp_pc,perc_gruene,mean_precip,pop_density,sw_area,betrieb_wassernutzung,grund_perfirm,log_grund_perfirm,state_name,log_grund,log_rate_gw,log_perc_gruene,log_gdp,log_mean_precip,log_sw_area,log_pop_density,log_fremdbezug,post_b,treat_period_b,treat_post,eventtime_b,first_treat
11,2019,1059,Schleswig-Flensburg,1,2458.0,0.08,1,0,0,2016.0,1,1,3.0,4980.0,20.513513513513512,37.0,False,False,0.25806451612903225,5548406.0,64603.0,27660.0,0.12963810849419435,867.1,97.1,11431.0,5409,66.45945945945945,4.196592129571968,sh,7.807510042216193,-2.52571614438638,-2.043000777512794,15.52902141749545,6.766306915397762,9.344171719609703,4.585987366571318,3.0686812732001587,1,0,1,3,4
12,2019,1060,Segeberg,1,3174.0,0.08,1,0,0,2016.0,1,1,3.0,4010.0,15.08433734939759,83.0,False,False,0.25806451612903225,9127131.0,71111.0,32997.0,0.11088958652601509,766.7666666666668,206.2,2442.0,4953,38.25301204819277,3.644222303530194,sh,8.063062911326792,-2.52571614438638,-2.199211270771238,16.026762073977977,6.64348586754075,7.8009820712577405,5.333684510385328,2.777845963037752,1,0,1,3,4
13,2019,1061,Steinburg,1,1064.0,0.08,1,0,0,2016.0,1,1,3.0,1701094.0,172.33333333333334,21.0,False,False,0.25806451612903225,4663033.0,80585.0,35547.0,0.12150079751818195,739.52,124.1,6045.0,1695938,50.714285714285715,3.9262076404201025,sh,6.970730078143525,-2.52571614438638,-2.107826221922641,15.355176867207152,6.607352642120976,8.707152175339404,4.829113417472866,5.155216522907363,1,0,1,3,4
14,2019,1062,Stormarn,1,1215.0,0.08,1,0,0,2016.0,1,1,3.0,1673.0,86.41666666666667,48.0,False,False,0.25806451612903225,8570016.0,72088.0,35170.0,0.1244290151653572,739.7,318.7,1203.0,5592,25.333333333333332,3.2321210516182215,sh,7.103322062526113,-2.52571614438638,-2.0840118483159804,15.963780274235939,6.607595685019244,7.093404625868766,5.767383056065796,4.470685958608297,1,0,1,3,4
15,2019,3101,Braunschweig,3,334.0,0.09,1,0,0,2016.0,1,1,3.0,4174.0,299.57142857142856,7.0,False,False,0.29032258064516125,20607204.0,121553.0,82810.0,0.1186237462480465,577.8,1294.3,492.0,6218,47.857142857142854,3.868220382769753,ni,5.814130531825066,-2.407934497602489,-2.131790161164584,16.841151329890543,6.360956994757329,6.20050917404269,7.16649760753621,5.7056854248022875,1,0,1,3,4
16,2019,3151,Gifhorn,3,33792.0,0.09,1,0,0,2016.0,1,1,3.0,36693.0,35.932203389830505,59.0,False,False,0.29032258064516125,3800245.0,63214.0,21565.0,0.07232016925246826,777.0,112.6,2249.0,38800,572.7627118644068,6.350471515525386,ni,10.428008959431105,-2.407934497602489,-2.6266383952680132,15.15057635944338,6.656726524178391,7.718685495198466,4.732683506287051,3.6090838910389005,1,0,1,3,4
17,2019,3153,Goslar,3,1047.0,0.09,1,0,0,2016.0,1,1,3.0,9112.0,126.19047619047619,21.0,False,False,0.29032258064516125,4009169.0,63595.0,29338.0,0.06371959678165172,871.4799999999999,141.0,1658.0,8984,49.904761904761905,3.9101164271575644,ni,6.954638864880987,-2.407934497602489,-2.753247428295953,15.204094795315267,6.7713397311777515,7.413970290190444,4.955827057601261,4.845685775386538,1,0,1,3,4
18,2019,3159,Göttingen,3,7276.742857142857,0.09,1,0,0,2016.0,1,1,3.0,5623.0,90.83333333333333,24.0,False,False,0.29032258064516125,11849736.0,66513.0,36231.0,0.11293797626840724,690.2,185.7,1940.0,7604,,,ni,7.996129527971046,-2.407934497602489,-2.180907639163093,16.287816231206296,6.5384292174898455,7.57095858316901,5.2295030505476765,4.5199753399248594,1,0,1,3,4
19,2019,3154,Helmstedt,3,6649.0,0.09,1,0,0,2016.0,1,1,3.0,20269.0,11.379310344827585,29.0,False,False,0.29032258064516125,1926082.0,62478.0,21096.0,0.05733877030320979,533.9,135.0,1086.0,13304,229.31034482758622,5.4350763036634255,ni,8.8023721336499,-2.407934497602489,-2.8587608244085017,14.470998964908032,6.282079813537204,6.99117688712121,4.912654885736052,2.516026558501805,1,0,1,3,4
20,2019,3155,Northeim,3,259.0,0.09,1,0,0,2016.0,1,1,3.0,4721.0,69.58333333333333,12.0,False,False,0.29032258064516125,3824646.0,61541.0,28860.0,0.0637082468957638,699.25,104.3,1318.0,4863,21.666666666666668,3.0757749812275277,ni,5.560681631015528,-2.407934497602489,-2.753425563740373,15.156976733402313,6.551437414140218,7.1846291527173145,4.6568134191399295,4.256794044864054,1,0,1,3,4
21,2019,3157,Peine,3,9675.0,0.09,1,0,0,2016.0,1,1,3.0,13364.0,7.025,40.0,False,False,0.29032258064516125,3014976.0,64845.0,22436.0,0.06696651674162919,584.7,251.3,1227.0,12458,241.9,5.488524417615982,ni,9.177403871729918,-2.407934497602489,-2.7035476019084945,14.91910275959028,6.372807713095737,7.113142108707088,5.530618855647012,2.0825616690160795,1,0,1,3,4
22,2019,3102,Salzgitter,3,20019.0,0.09,1,0,0,2016.0,1,1,3.0,20040.0,112.4,5.0,False,False,0.29032258064516125,5814104.0,99947.0,55574.0,0.042660186232285076,629.4,464.6,590.0,19539,4004.0,8.295049140435111,ni,9.90448705286921,-2.407934497602489,-3.1544657596615577,15.575797419793401,6.44635453854367,6.3818160174060985,6.1433268964172285,4.730921391293652,1,0,1,3,4
23,2019,3158,Wolfenbüttel,3,837.0,0.09,1,0,0,2016.0,1,1,3.0,1753.0,22.142857142857142,7.0,False,False,0.29032258064516125,2565729.0,68840.0,21418.0,0.08035263327058176,584.775,165.2,827.0,1368,119.71428571428571,4.785107951426769,ni,6.731018100482083,-2.407934497602489,-2.521317969767632,14.757753596485863,6.372935756801496,6.71901315438526,5.113191882421348,3.1416861861770706,1,0,1,3,4
24,2019,3103,Wolfsburg,3,7276.742857142857,0.09,1,0,0,2016.0,1,1,3.0,2884.0,1494.6666666666667,6.0,False,False,0.29032258064516125,24331440.0,184059.0,195809.0,0.05754534928598996,718.2878310768751,607.8,551.0,6643,,,ni,7.996129527971046,-2.407934497602489,-2.855164581343479,17.00727994029725,6.578261599000293,6.313548046277095,6.411489806547476,7.310327317307873,1,0,1,3,4
25,2019,3251,Diepholz,3,5822.0,0.09,1,0,0,2016.0,1,1,3.0,6187.0,15.112676056338028,71.0,False,False,0.29032258064516125,6824435.0,65761.0,31451.0,0.08909580798415737,700.0714285714286,109.0,3916.0,7045,82.01408450704226,4.406890994795805,ni,8.66957087183712,-2.407934497602489,-2.4180317702407397,15.736020258258005,6.552609777095303,8.27308133366583,4.700480365792417,2.7796062948984277,1,0,1,3,4
26,2019,3252,Hameln-Pyrmont,3,2095.0,0.09,1,0,0,2016.0,1,1,3.0,324572.0,26.541666666666668,24.0,False,False,0.29032258064516125,5373622.0,75742.0,36173.0,0.07906976744186046,877.75,186.3,1091.0,325080,87.33333333333333,4.4697322150929875,ni,7.647786045440933,-2.407934497602489,-2.5374120370925968,15.497012913110238,6.778500443124875,6.9957661563048505,5.2327116094500425,3.3157000095037406,1,0,1,3,4
27,2019,3254,Hildesheim,3,1433.0,0.09,1,0,0,2016.0,1,1,3.0,16388.0,108.10526315789474,19.0,False,False,0.29032258064516125,8191561.0,63733.0,29657.0,0.08496893011210493,702.98,228.3,1695.0,18193,75.47368421052632,4.323784041993125,ni,7.2682230211595655,-2.407934497602489,-2.46545784846785,15.91861515803515,6.5567499466635875,7.4360278163518485,5.435031189863859,4.692313133269339,1,0,1,3,4
28,2019,3255,Holzminden,3,2014.0,0.09,1,0,0,2016.0,1,1,3.0,3167.0,31.416666666666668,12.0,False,False,0.29032258064516125,2265992.0,72135.0,32043.0,0.07564029595902105,758.8875,101.5,777.0,3509,167.91666666666666,5.123467824592783,ni,7.608374474380783,-2.407934497602489,-2.581752902088771,14.633523631421452,6.633170396007611,6.656726524178391,4.629862798578463,3.478672693830446,1,0,1,3,4
29,2019,3256,Nienburg (Weser),3,5883.0,0.09,1,0,0,2016.0,1,1,3.0,17081.0,55.27272727272727,44.0,False,False,0.29032258064516125,3898903.0,66572.0,32119.0,0.0804899387576553,653.2333333333332,86.7,3136.0,18535,133.72727272727272,4.895802447803067,ni,8.679992081721329,-2.407934497602489,-2.519610662909903,15.176206045963744,6.483464066623924,8.051022208190679,4.473921899378137,4.0302099998862255,1,0,1,3,4
30,2019,3241,Region Hannover,3,21176.0,0.09,1,0,0,2016.0,1,1,3.0,26302.0,70.56140350877193,114.0,False,False,0.29032258064516125,54927041.0,79125.0,47458.0,0.09995030235755459,634.6444444444445,503.7,6791.0,32015,185.76315789473685,5.224472517669087,ni,9.960670966063581,-2.407934497602489,-2.303072188030028,17.82151635351382,6.454639357397967,8.823500727991183,6.223964193346217,4.270555871483008,1,0,1,3,4
31,2019,3257,Schaumburg,3,1403.0,0.09,1,0,0,2016.0,1,1,3.0,1641.0,62.77777777777778,9.0,False,False,0.29032258064516125,4187132.0,63748.0,26534.0,0.07967748976107024,726.65,233.6,1181.0,2069,156.0,5.049856007249537,ni,7.247080584585756,-2.407934497602489,-2.5297556196872493,15.247526809483649,6.589820163359335,7.074963197966044,5.457881936219375,4.155404818983347,1,0,1,3,4
32,2019,3351,Celle,3,7276.742857142857,0.09,1,0,0,2016.0,1,1,3.0,21774.0,42.54838709677419,31.0,False,False,0.29032258064516125,5504556.0,66343.0,30756.0,0.0646859200775677,611.8333333333334,115.4,2202.0,20574,,,ni,7.996129527971046,-2.407934497602489,-2.7381962605470953,15.521086852602938,6.418093012073217,7.697575346802343,4.757032535297338,3.773872666947329,1,0,1,3,4
33,2019,3352,Cuxhaven,3,751.0,0.09,1,0,0,2016.0,1,1,3.0,2030.0,70.0,21.0,False,False,0.29032258064516125,4897441.0,65004.0,24719.0,0.07206632653061225,878.0,96.2,5374.0,3338,35.80952380952381,3.578213886226417,ni,6.62273632394984,-2.407934497602489,-2.63015450618809,15.40422358595378,6.778784897685177,8.589513852995864,4.576770711466393,4.2626798770413155,1,0,1,3,4
34,2019,3353,Harburg,3,7307.0,0.09,1,0,0,2016.0,1,1,3.0,7865.0,23.195121951219512,41.0,False,False,0.29032258064516125,6447516.0,64667.0,25424.0,0.10607502455795678,721.25,203.8,2300.0,8548,178.2439024390244,5.183152850793589,ni,8.896724917497897,-2.407934497602489,-2.243599229133354,15.679205653415044,6.582371339346345,7.741099090035366,5.322033893165353,3.186151040580565,1,0,1,3,4
35,2019,3358,Heidekreis,3,14869.0,0.09,1,0,0,2016.0,1,1,3.0,18413.0,50.2,55.0,False,False,0.29032258064516125,4983801.0,68672.0,35544.0,0.07179395669759696,670.0666666666667,74.8,1749.0,18324,270.3636363636364,5.59976785422173,ni,9.6071010394542,-2.407934497602489,-2.6339410463755155,15.421703611533477,6.508868486234095,7.4673710669175595,4.328098292648326,3.9357395320454622,1,0,1,3,4
36,2019,3354,Lüchow-Dannenberg,3,20603.0,0.09,1,0,0,2016.0,1,1,3.0,20609.0,10.494252873563218,87.0,False,False,0.29032258064516125,1269130.0,60163.0,26212.0,0.15468731292652751,629.5,39.4,2656.0,21411,236.82758620689654,5.467332392030892,ni,9.933240510685476,-2.407934497602489,-1.8663430709503344,14.053842972259048,6.446513155404975,7.884952945759814,3.6988297849671046,2.441847160327553,1,0,1,3,4
37,2019,3355,Lüneburg,3,14423.0,0.09,1,0,0,2016.0,1,1,3.0,15339.0,12.407766990291263,103.0,False,False,0.29032258064516125,5435485.0,62869.0,29580.0,0.1418794822459332,637.8,138.7,3405.0,16583,140.03883495145632,4.941919776653518,ni,9.576648764883153,-2.407934497602489,-1.952770250112002,15.508459494962862,6.459591416340857,8.133293861222633,4.939497266262916,2.5958341651796566,1,0,1,3,4
38,2019,3356,Osterholz,3,115.0,0.09,1,0,0,2016.0,1,1,3.0,115.0,14.666666666666666,6.0,False,False,0.29032258064516125,2431365.0,59467.0,21380.0,0.09855285837403045,808.7666666666668,174.6,1570.0,203,19.333333333333332,2.9618307218783095,ni,4.7535901911063645,-2.407934497602489,-2.317152094713677,14.703963797292971,6.696746140323929,7.359467638255621,5.168208681201016,2.751535313041949,1,0,1,3,4
39,2019,3357,Rotenburg (Wümme),3,4846.0,0.09,1,0,0,2016.0,1,1,3.0,4846.0,23.535714285714285,28.0,False,False,0.29032258064516125,5472515.0,65723.0,33447.0,0.08316271814370674,735.0833333333334,78.9,1927.0,5287,173.10714285714286,5.153910725670172,ni,8.486115235845377,-2.407934497602489,-2.486944106269035,15.515249032084338,6.601343336957132,7.564238475170491,4.380775852772229,3.2001297820471453,1,0,1,3,4
40,2019,3359,Stade,3,2789.0,0.09,1,0,0,2016.0,1,1,3.0,177510.0,768.2142857142857,84.0,False,False,0.29032258064516125,6621993.0,72120.0,32491.0,0.08504621185728631,739.525,161.4,8586.0,240332,33.214285714285715,3.502980075972098,ni,7.933796874815411,-2.407934497602489,-2.4645487430728434,15.705907091018245,6.607359394110281,9.058004710672485,5.090062427727577,6.645369585713622,1,0,1,3,4
41,2019,3360,Uelzen,3,36649.0,0.09,1,0,0,2016.0,1,1,3.0,48837.0,13.278481012658228,237.0,False,False,0.29032258064516125,2659094.0,62593.0,28753.0,0.0883573037966687,772.1600000000001,63.2,1020.0,50925,154.64135021097047,5.041108566179666,ni,10.509168707314798,-2.407934497602489,-2.426355097121168,14.793496397304125,6.6504860129385515,6.928537818164665,4.162003210695915,2.6587535795909827,1,0,1,3,4
42,2019,3361,Verden,3,7276.742857142857,0.09,1,0,0,2016.0,1,1,3.0,1369.0,39.111111111111114,27.0,False,False,0.29032258064516125,4529858.0,69223.0,33074.0,0.10188382094615059,619.2,173.7,1784.0,2231,,,ni,7.996129527971046,-2.407934497602489,-2.283912310142073,15.326201371146984,6.430042006666349,7.487173694213739,5.163070217140011,3.6916533809966614,1,0,1,3,4
43,2019,3451,Ammerland,3,3086.0,0.09,1,0,0,2016.0,1,1,3.0,5212.0,48.78,50.0,False,False,0.29032258064516125,4023351.0,64680.0,32325.0,0.0911092539616213,853.8,170.9,1727.0,6603,61.74,4.122932019074013,ni,8.034955024502159,-2.407934497602489,-2.3956849238426137,15.207625943997161,6.750867523444993,7.454719949364001,5.146912912388804,3.907613296939446,1,0,1,3,4
44,2019,3452,Aurich,3,37.0,0.09,1,0,0,2016.0,1,1,3.0,112.0,155.28571428571428,7.0,False,False,0.29032258064516125,5176227.0,60148.0,27276.0,0.07154420988302902,791.6285714285714,147.4,4137.0,1197,5.428571428571429,1.6916760106710724,ni,3.6375861597263857,-2.407934497602489,-2.637425723047072,15.459587163651767,6.675354727833822,8.327967858305488,4.99991133073328,5.051685833926613,1,0,1,3,4
45,2019,3453,Cloppenburg,3,10596.0,0.09,1,0,0,2016.0,1,1,3.0,10969.0,36.03508771929825,57.0,False,False,0.29032258064516125,6038888.0,62950.0,35520.0,0.046741618322368894,777.76,120.2,2281.0,12894,185.91228070175438,5.225274953340286,ni,9.268326221174837,-2.407934497602489,-3.063098932562185,15.613730612594537,6.65770291111071,7.732807530422021,4.797442073635214,3.6118657800137703,1,0,1,3,4
46,2019,3401,Delmenhorst,3,7276.742857142857,0.09,1,0,0,2016.0,1,1,3.0,477.0,152.66666666666666,3.0,False,False,0.29032258064516125,1831762.0,56861.0,23610.0,0.06645345901363407,786.7,1241.9,124.0,723,,,ni,7.996129527971046,-2.407934497602489,-2.7112383927840034,14.420789449035377,6.669117306709278,4.8283137373023015,7.125202637751466,5.034785754328539,1,0,1,3,4
47,2019,3402,Emden,3,7276.742857142857,0.09,1,0,0,2016.0,1,1,3.0,21668.409090909092,16.38748495788207,37.77272727272727,False,False,0.29032258064516125,3755842.0,90170.0,75036.0,0.0791281121816274,846.6,444.3,809.0,2127,,,ni,7.996129527971046,-2.407934497602489,-2.5366744291683547,15.138823318649647,6.742408826394144,6.697034247666484,6.098748212327656,2.8557506921381632,1,0,1,3,4
48,2019,3454,Emsland,3,9835.0,0.09,1,0,0,2016.0,1,1,3.0,51022.0,53.676767676767675,99.0,False,False,0.29032258064516125,14352637.0,73700.0,43985.0,0.05242681377421712,725.3352941176471,113.4,6286.0,55968,99.35353535353535,4.598684553201493,ni,9.193804403336083,-2.407934497602489,-2.94831803126027,16.479444316027347,6.588011745838236,8.74623928838306,4.739701078945697,4.001438896662388,1,0,1,3,4
49,2019,3455,Friesland,3,7276.742857142857,0.09,1,0,0,2016.0,1,1,3.0,3156.0,198.33333333333334,3.0,False,False,0.29032258064516125,2756309.0,62921.0,27960.0,0.0783291346886168,743.725,161.9,1420.0,3741,,,ni,7.996129527971046,-2.407934497602489,-2.5468228881021475,14.829403386647842,6.613015022718449,7.259116128097101,5.093136515607999,5.294978465282522,1,0,1,3,4
50,2019,3456,Grafschaft Bentheim,3,2236.0,0.09,1,0,0,2016.0,1,1,3.0,2381.0,31.894736842105264,19.0,False,False,0.29032258064516125,4605945.0,63255.0,33660.0,0.06312587966932522,749.9166666666666,139.7,2157.0,2964,117.73684210526316,4.768451982323689,ni,7.71289096149013,-2.407934497602489,-2.762608614890132,15.34285863545557,6.621294682447037,7.67693714581808,4.946629964120343,3.493312670569961,1,0,1,3,4
51,2019,3457,Leer,3,7276.742857142857,0.09,1,0,0,2016.0,1,1,3.0,1913.0,92.5,6.0,False,False,0.29032258064516125,4597446.0,63861.0,26999.0,0.06599850179526258,779.4,157.3,6306.0,2451,,,ni,7.996129527971046,-2.407934497602489,-2.7181080855408295,15.341011707389814,6.659806608748956,8.749415406663651,5.064491966886966,4.537961436294641,1,0,1,3,4
52,2019,3458,Oldenburg,3,1705.0,0.09,1,0,0,2016.0,1,1,3.0,1792.0,46.43333333333333,30.0,False,False,0.29032258064516125,3369137.0,61916.0,25814.0,0.0994093289489709,753.3,122.9,1321.0,3177,56.86666666666667,4.040709346389469,ni,7.441906728051625,-2.407934497602489,-2.308499257750673,15.030167483259488,6.625790166859585,7.186901020411631,4.819474788635096,3.8593252164276968,1,0,1,3,4
53,2019,3403,Oldenburg (Oldenburg),3,7276.742857142857,0.09,1,0,0,2016.0,1,1,3.0,314.0,177.6,5.0,False,False,0.29032258064516125,8235632.0,69027.0,48834.0,0.1524302452586635,718.2878310768751,1640.1,388.0,1198,,,ni,7.996129527971046,-2.407934497602489,-1.8810416353612962,15.923980785670725,6.578261599000293,5.963579343618446,7.4031220276855825,5.185148668442399,1,0,1,3,4
54,2019,3404,Osnabrück,3,2833.0,0.09,1,0,0,2016.0,1,1,3.0,4325.0,79.63636363636364,11.0,False,False,0.29032258064516125,8585462.0,64883.0,52033.0,0.1456143856143856,718.2878310768751,1379.4,189.0,5139,257.6363636363636,5.551549147452255,ni,7.949444420250626,-2.407934497602489,-1.9267864783738053,15.965580982134954,6.578261599000293,5.247024072160486,7.230128591223848,4.3899497095112086,1,0,1,3,4
55,2019,3459,Osnabrück,3,4196.0,0.09,1,0,0,2016.0,1,1,3.0,7674.0,39.93333333333333,60.0,False,False,0.29032258064516125,11378523.0,63701.0,31809.0,0.08546172913347788,755.75,168.8,3742.0,9843,69.95,4.24778070111149,ni,8.34212526333359,-2.407934497602489,-2.45967491464618,16.247238277020298,6.629032947901828,8.22764270790443,5.134621273877247,3.711944727044932,1,0,1,3,4
56,2019,3460,Vechta,3,2887.0,0.09,1,0,0,2016.0,1,1,3.0,3219.0,27.0,56.0,False,False,0.29032258064516125,6576471.0,66315.0,46246.0,0.05388524409622253,632.4,175.4,1177.0,4499,51.57142857142857,3.9429678092775675,ni,7.968319500012717,-2.407934497602489,-2.920880045212067,15.699008989298086,6.45110213410454,7.071573364211532,5.172754143572691,3.332204510175204,1,0,1,3,4
57,2019,3461,Wesermarsch,3,7276.742857142857,0.09,1,0,0,2016.0,1,1,3.0,22585.0,857.0,6.0,False,False,0.29032258064516125,2962441.0,72135.0,33435.0,0.07798356433214768,775.3000000000001,107.4,3807.0,27688,,,ni,7.996129527971046,-2.407934497602489,-2.5512443650535777,14.901524486174798,6.654539043411635,8.244859395911256,4.685828089005546,6.754604099487962,1,0,1,3,4
58,2019,3405,Wilhelmshaven,3,7276.742857142857,0.09,1,0,0,2016.0,1,1,3.0,21668.409090909092,99.5956678700361,37.77272727272727,False,False,0.29032258064516125,3225196.0,69253.0,42334.0,0.06644018879836455,718.2878310768751,710.6,585.0,106767,,,ni,7.996129527971046,-2.407934497602489,-2.7114381015860918,14.986504591617699,6.578261599000293,6.373319789577012,6.56751595579168,4.611109193816298,1,0,1,3,4
59,2019,3462,Wittmund,3,356.0,0.09,1,0,0,2016.0,1,1,3.0,988.0,18.4,5.0,False,False,0.29032258064516125,1607485.0,63908.0,28249.0,0.06092368162463151,780.9000000000001,86.7,1409.0,176,71.4,4.268297869345539,ni,5.877735781779639,-2.407934497602489,-2.79811690517789,14.290182025880247,6.6617268551304685,7.251344983372214,4.473921899378137,2.9652730660692823,1,0,1,3,4
60,2019,4011,Bremen,4,2388.0,0.06,1,0,0,0.0,0,0,-999.0,741303.0,247.55263157894737,38.0,False,False,0.1935483870967742,29197056.0,77858.0,51362.0,0.17564041904981567,660.25,1740.0,2367.0,746328,62.86842105263158,4.141043987599423,bremen,7.77863014732581,-2.813394050232257,-1.7393107540123551,17.18957847448786,6.494131983172509,7.769800996003896,7.462214939768189,5.515654620209224,1,0,1,2019,0
61,2019,4012,Bremerhaven,4,145.0,0.06,1,0,0,0.0,0,0,-999.0,2458.0,95.76923076923077,13.0,False,False,0.1935483870967742,3980439.0,62599.0,35027.0,0.1661875488331638,755.1,1213.4,2553.0,3302,11.23076923076923,2.4186572642467996,bremen,4.983606621708336,-2.813394050232257,-1.7946322988552932,15.196902923913933,6.628173642564224,7.845416036592485,7.102005406641365,4.572329079798849,1,0,1,2019,0
62,2019,5112,Duisburg,5,8458.0,0.05,1,0,0,2013.0,1,1,6.0,607594.0,2034.608695652174,23.0,False,False,0.16129032258064518,17810946.0,76102.0,35719.0,0.04940438738876875,756.2,2142.1,1985.0,651693,367.7826086956522,5.9074920263748645,nw,9.042986242304014,-2.995712273753988,-3.007695804281674,16.695323826227312,6.629627419335168,7.593877844605118,7.67000865794063,7.61855016649381,1,0,1,6,3
