GENESIS-Tabelle: 14333-01-03-4
Landtagswahlen: Niedersachsen - Wahlberechtigte und;;;;;;;;;;;;
-beteiligung, Gültige Stimmen nach Parteien;;;;;;;;;;;;
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte;;;;;;;;;;;;
Landtagswahlen: Niedersachsen;;;;;;;;;;;;
;;;Wahlberechtigte;Wahlbeteiligung;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen
;;;;;;Parteien;Parteien;Parteien;Parteien;Parteien;Parteien;Parteien
;;;;;;CDU/CSU;SPD;GRÜNE;FDP;DIE LINKE;AfD;Sonstige Parteien
;;;Anzahl;Prozent;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
02.02.2003;03101;    Braunschweig, kreisfreie Stadt;186995;66,9;124007;49117;46693;12682;12281;1220;-;2014
02.02.2003;03102;    Salzgitter, kreisfreie Stadt;81603;63,5;51177;21556;21964;2254;3740;334;-;1329
02.02.2003;03103;    Wolfsburg, kreisfreie Stadt;91258;63,9;57641;26502;22928;3121;3713;327;-;1050
02.02.2003;03151;    Gifhorn, Landkreis;129002;69,9;89202;44190;30661;5156;6708;395;-;2092
02.02.2003;03152;    Göttingen, Landkreis;197372;67,0;129109;56255;43472;15818;10265;1136;-;2163
02.02.2003;03153;    Goslar, Landkreis;120785;67,9;81051;35036;33286;3948;6837;409;-;1535
02.02.2003;03154;    Helmstedt, Landkreis;77687;67,0;50463;23362;19767;2501;3667;299;-;867
02.02.2003;03155;    Northeim, Landkreis;117599;67,9;78964;34560;31344;4089;7048;386;-;1537
02.02.2003;03156;    Osterode am Harz, Landkreis;67584;65,5;43603;20403;17186;1921;3007;218;-;868
02.02.2003;03157;    Peine, Landkreis;102397;69,4;70270;29457;29617;4204;5216;358;-;1418
02.02.2003;03158;    Wolfenbüttel, Landkreis;98516;72,4;70750;31038;27723;4554;5934;413;-;1088
02.02.2003;03159;    Göttingen, Landkreis;-;-;-;-;-;-;-;-;-;-
02.02.2003;032;  Hannover, Statistische Region;1630973;68,3;1099867;488722;390444;95252;93013;5944;-;26492
02.02.2003;03241;    Region Hannover, Landkreis;831995;68,8;566117;240308;199296;59302;49580;3707;-;13924
02.02.2003;03241001;    Hannover, Landeshauptstadt;-;-;-;-;-;-;-;-;-;-
02.02.2003;03251;    Diepholz, Landkreis;164644;65,5;106865;51170;34724;7818;10809;510;-;1834
02.02.2003;03252;    Hameln-Pyrmont, Landkreis;123761;67,5;82594;37852;29731;5092;7166;379;-;2374
02.02.2003;03254;    Hildesheim, Landkreis;224275;69,7;154650;71608;57085;11177;10450;611;-;3719
02.02.2003;03255;    Holzminden, Landkreis;63082;68,9;42747;17844;16676;2365;4759;206;-;897
02.02.2003;03256;    Nienburg (Weser), Landkreis;96316;65,0;60479;30865;20707;3568;3902;203;-;1234
02.02.2003;03257;    Schaumburg, Landkreis;126900;68,8;86415;39075;32225;5930;6347;328;-;2510
02.02.2003;033;  Lüneburg;1294926;66,3;850076;430024;260788;71070;63788;4457;-;19949
02.02.2003;03351;    Celle, Landkreis;138908;66,5;91537;48033;26450;5827;8044;381;-;2802
02.02.2003;03352;    Cuxhaven, Landkreis;159194;64,8;102020;52227;33512;6777;7046;417;-;2041
02.02.2003;03353;    Harburg, Landkreis;181418;65,1;117134;62377;32042;9916;9979;404;-;2416
02.02.2003;03354;    Lüchow-Dannenberg, Landkreis;41148;66,8;27037;12707;6914;4979;1714;188;-;535
02.02.2003;03355;    Lüneburg, Landkreis;130349;67,4;86980;40182;28239;9964;5802;771;-;2022
02.02.2003;03356;    Osterholz, Landkreis;86203;66,0;56318;25213;19615;5326;3743;308;-;2113
02.02.2003;03357;    Rotenburg (Wümme), Landkreis;123518;68,1;83320;45785;23128;5984;6542;309;-;1572
02.02.2003;03358;    Heidekreis;108001;66,9;71520;37045;22076;4677;5425;299;-;1998
02.02.2003;03359;    Stade, Landkreis;147932;65,1;95503;49040;29822;7014;6981;590;-;2056
02.02.2003;03360;    Uelzen, Landkreis;77173;68,1;51933;26078;16881;4324;3316;380;-;954
02.02.2003;03361;    Verden, Landkreis;101082;66,6;66774;31337;22109;6282;5196;410;-;1440
02.02.2003;034;  Weser-Ems, Statistische Region;1826939;66,0;1187829;634833;354283;77962;97890;5664;-;17197
02.02.2003;03401;    Delmenhorst, kreisfreie Stadt;57288;58,3;33020;15162;11835;2135;2328;191;-;1369
02.02.2003;03402;    Emden, kreisfreie Stadt;38642;59,5;22608;6841;11422;1873;1851;176;-;445
02.02.2003;03403;    Oldenburg (Oldenburg), kreisfreie Stadt;118943;63,0;74170;29311;24448;12108;6035;1088;-;1180
02.02.2003;03404;    Osnabrück, kreisfreie Stadt;118516;65,4;76847;36896;23015;8879;6860;432;-;765
02.02.2003;03405;    Wilhelmshaven, kreisfreie Stadt;66152;61,1;39793;18203;15399;2299;2609;302;-;981
02.02.2003;03451;    Ammerland, Landkreis;86667;66,2;56719;27795;17665;4213;5839;268;-;939
02.02.2003;03452;    Aurich, Landkreis;145750;63,6;88669;35981;39878;5653;5072;605;-;1480
02.02.2003;03453;    Cloppenburg, Landkreis;109419;66,2;71549;51159;11047;2081;6499;148;-;615
02.02.2003;03454;    Emsland, Landkreis;225104;68,9;153556;107402;26679;5406;12501;319;-;1249
02.02.2003;03455;    Friesland, Landkreis;78825;64,7;49206;21497;18417;3315;4744;255;-;978
02.02.2003;03456;    Grafschaft Bentheim, Landkreis;94329;67,4;63139;36752;17633;3221;4560;182;-;791
02.02.2003;03457;    Leer, Landkreis;123589;63,2;76556;34864;30440;4347;5107;329;-;1469
02.02.2003;03458;    Oldenburg, Landkreis;93374;67,2;62186;29050;19215;4975;7404;324;-;1218
02.02.2003;03459;    Osnabrück, Landkreis;263849;70,1;183333;105636;49818;10862;14349;529;-;2139
02.02.2003;03460;    Vechta, Landkreis;91155;70,5;63578;44738;9410;2194;6595;130;-;511
02.02.2003;03461;    Wesermarsch, Landkreis;71213;63,4;44275;18913;17789;2966;3686;211;-;710
02.02.2003;03462;    Wittmund, Landkreis;44124;65,7;28625;14633;10173;1435;1851;175;-;358
01.03.1998;03;Niedersachsen;5929342;73,8;4314932;1549227;2068477;304193;209610;-;-;183425
01.03.1998;031;  Braunschweig, Statistische Region;1278817;74,5;939154;315456;481420;63708;39818;-;-;38752
01.03.1998;03101;    Braunschweig, kreisfreie Stadt;193190;72,9;139528;43476;68790;13217;7329;-;-;6716
01.03.1998;03102;    Salzgitter, kreisfreie Stadt;84502;72,4;60419;18272;35205;2359;1837;-;-;2746
01.03.1998;03103;    Wolfsburg, kreisfreie Stadt;91707;73,5;66338;23429;34315;3456;2507;-;-;2631
01.03.1998;03151;    Gifhorn, Landkreis;122321;75,8;91601;35588;43804;4835;3672;-;-;3702
01.03.1998;03152;    Göttingen, Landkreis;200460;73,2;142993;47296;66929;17384;6707;-;-;4677
01.03.1998;03153;    Goslar, Landkreis;124177;73,0;89435;32083;45518;4540;4063;-;-;3231
01.03.1998;03154;    Helmstedt, Landkreis;78739;74,7;57876;20134;29536;3025;2359;-;-;2822
01.03.1998;03155;    Northeim, Landkreis;119486;76,5;90147;29403;48299;4429;3847;-;-;4169
01.03.1998;03156;    Osterode am Harz, Landkreis;69389;74,2;50739;16954;26616;2440;2139;-;-;2590
01.03.1998;03157;    Peine, Landkreis;98776;77,7;75617;22812;44001;3622;2436;-;-;2746
01.03.1998;03158;    Wolfenbüttel, Landkreis;96070;78,5;74461;26009;38407;4401;2922;-;-;2722
01.03.1998;03159;    Göttingen, Landkreis;-;-;-;-;-;-;-;-;-;-
01.03.1998;032;  Hannover, Statistische Region;1622017;75,0;1200479;393297;603754;85911;58954;-;-;58563
01.03.1998;03241;    Region Hannover, Landkreis;828786;75,6;618198;196556;306090;51610;30548;-;-;33394
01.03.1998;03241001;    Hannover, Landeshauptstadt;-;-;-;-;-;-;-;-;-;-
01.03.1998;03251;    Diepholz, Landkreis;159139;71,6;112457;38730;53823;7680;8219;-;-;4005
01.03.1998;03252;    Hameln-Pyrmont, Landkreis;124825;74,1;91330;30130;46516;5567;4887;-;-;4230
01.03.1998;03254;    Hildesheim, Landkreis;224342;77,3;171268;57986;89585;10304;6186;-;-;7207
01.03.1998;03255;    Holzminden, Landkreis;64787;76,4;48664;14800;26709;2270;2945;-;-;1940
01.03.1998;03256;    Nienburg (Weser), Landkreis;95283;71,3;67194;24417;32438;3599;2641;-;-;4099
01.03.1998;03257;    Schaumburg, Landkreis;124855;74,2;91368;30678;48593;4881;3528;-;-;3688
01.03.1998;033;  Lüneburg;1250339;73,2;903973;328036;415365;72322;42876;-;-;45374
01.03.1998;03351;    Celle, Landkreis;136034;74,4;100114;39997;40208;5732;5761;-;-;8416
01.03.1998;03352;    Cuxhaven, Landkreis;155588;72,5;111303;39493;56289;6518;3945;-;-;5058
01.03.1998;03353;    Harburg, Landkreis;171453;74,9;127002;47146;55224;10327;7580;-;-;6725
01.03.1998;03354;    Lüchow-Dannenberg, Landkreis;41160;74,0;29994;11139;9937;6454;1124;-;-;1340
01.03.1998;03355;    Lüneburg, Landkreis;122480;72,2;87356;29166;40832;9057;4477;-;-;3824
01.03.1998;03356;    Osterholz, Landkreis;82648;73,2;59849;18116;30447;5565;2679;-;-;3042
01.03.1998;03357;    Rotenburg (Wümme), Landkreis;118896;73,0;85976;35412;38643;5779;3456;-;-;2686
01.03.1998;03358;    Heidekreis;104189;73,7;75705;28917;34885;4300;3323;-;-;4280
01.03.1998;03359;    Stade, Landkreis;142788;70,9;99982;34783;48892;7253;4404;-;-;4650
01.03.1998;03360;    Uelzen, Landkreis;76850;74,2;56268;21480;25737;4689;2343;-;-;2019
01.03.1998;03361;    Verden, Landkreis;98253;72,6;70424;22387;34271;6648;3784;-;-;3334
01.03.1998;034;  Weser-Ems, Statistische Region;1778169;72,7;1271326;512438;567938;82252;67962;-;-;40736
01.03.1998;03401;    Delmenhorst, kreisfreie Stadt;58112;67,0;38366;11258;20948;2303;2096;-;-;1761
01.03.1998;03402;    Emden, kreisfreie Stadt;38840;69,5;25858;5740;15850;2131;1354;-;-;783
01.03.1998;03403;    Oldenburg (Oldenburg), kreisfreie Stadt;117666;69,1;79901;23466;37201;11737;5035;-;-;2462
01.03.1998;03404;    Osnabrück, kreisfreie Stadt;120478;71,1;84593;33406;36260;8283;4742;-;-;1902
01.03.1998;03405;    Wilhelmshaven, kreisfreie Stadt;68875;70,5;47721;13878;24064;2880;2041;-;-;4858
01.03.1998;03451;    Ammerland, Landkreis;81826;71,1;57407;20269;26465;4297;4450;-;-;1926
01.03.1998;03452;    Aurich, Landkreis;141098;71,9;99609;27132;59277;6823;3507;-;-;2870
01.03.1998;03453;    Cloppenburg, Landkreis;103468;73,0;74134;44750;21647;2677;3207;-;-;1853
01.03.1998;03454;    Emsland, Landkreis;216046;74,7;159192;89586;50817;5701;9628;-;-;3460
01.03.1998;03455;    Friesland, Landkreis;77222;72,7;55037;16200;29232;3432;3342;-;-;2831
01.03.1998;03456;    Grafschaft Bentheim, Landkreis;92115;75,5;68887;29703;30842;3574;3280;-;-;1488
01.03.1998;03457;    Leer, Landkreis;118748;72,2;83628;26163;46108;5111;3112;-;-;3134
01.03.1998;03458;    Oldenburg, Landkreis;88402;72,6;63084;20206;29470;4997;6266;-;-;2145
01.03.1998;03459;    Osnabrück, Landkreis;254984;76,1;191531;87482;80608;10738;8519;-;-;4184
01.03.1998;03460;    Vechta, Landkreis;85766;75,6;64108;38942;16843;2786;3134;-;-;2403
01.03.1998;03461;    Wesermarsch, Landkreis;71500;70,4;49660;13395;28180;3154;3257;-;-;1674
01.03.1998;03462;    Wittmund, Landkreis;43023;69,0;28610;10862;14126;1628;992;-;-;1002
__________
"zu ""Gültige Stimmen"":
Niedersachsen: Zweitstimmen
 
zu ""Gültigen Stimmen nach Parteien"":
Niedersachsen: Zweitstimmen
 
zu ""CDU/CSU"":
CSU nur in Bayern"
"© Statistische Ämter des Bundes und der Länder, Deutschland, 2023.
Dieses Werk ist lizenziert unter der Datenlizenz Deutschland
- Namensnennung - Version 2.0."
Stand: 14.11.2023 / 11:13:38
