GENESIS-Tabelle: 14339-01-03-4
Landtagswahlen: Bayern - Wahlberechtigte und;;;;;;;;;;;;
-beteiligung, Gültige Stimmen nach Parteien;;;;;;;;;;;;
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte;;;;;;;;;;;;
Landtagswahlen: Bayern;;;;;;;;;;;;
;;;Wahlberechtigte;Wahlbeteiligung;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen
;;;;;;Parteien;Parteien;Parteien;Parteien;Parteien;Parteien;Parteien
;;;;;;CDU/CSU;SPD;GRÜNE;FDP;DIE LINKE;AfD;Sonstige Parteien
;;;Anzahl;Prozent;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
15.09.2013;09181;    Landsberg am Lech, Landkreis;87008;68,8;58925;30521;10139;7056;1567;1090;-;8553
15.09.2013;09182;    Miesbach, Landkreis;71996;69,2;49077;27693;7806;3891;1622;565;-;7500
15.09.2013;09183;    Mühldorf a.Inn, Landkreis;84158;62,6;51845;31440;8207;2744;922;770;-;7763
15.09.2013;09184;    München, Landkreis;232229;71,8;164547;75463;39808;16487;9250;2334;-;21207
15.09.2013;09185;    Neuburg-Schrobenhausen, Landkreis;70523;64,6;44807;26999;6646;2229;791;827;-;7317
15.09.2013;09186;    Pfaffenhofen a.d.Ilm, Landkreis;90387;65,8;58244;30669;11098;3411;1815;1044;-;10209
15.09.2013;09187;    Rosenheim, Landkreis;189141;66,9;124594;68089;18530;11255;3210;1683;-;21828
15.09.2013;09188;    Starnberg, Landkreis;95465;72,7;68334;29895;13190;8184;6320;826;-;9921
15.09.2013;09189;    Traunstein, Landkreis;131976;64,2;83473;45377;12356;9054;1789;1327;-;13571
15.09.2013;09190;    Weilheim-Schongau, Landkreis;99814;68,3;66983;33226;11967;5560;1967;1292;-;12971
15.09.2013;092;  Niederbayern, Regierungsbezirk;929481;59,8;547393;276111;76528;32103;19645;9762;-;133246
15.09.2013;09261;    Landshut, kreisfreie Stadt;48368;59,1;28162;12037;4264;3687;1253;614;-;6308
15.09.2013;09262;    Passau, kreisfreie Stadt;37656;57,2;21284;9154;4360;2357;1409;594;-;3412
15.09.2013;09263;    Straubing, kreisfreie Stadt;35338;51,5;17911;9546;3105;762;537;481;-;3481
15.09.2013;09271;    Deggendorf, Landkreis;91256;56,7;50927;27266;6395;2449;1567;1171;-;12081
15.09.2013;09272;    Freyung-Grafenau, Landkreis;63622;56,4;35456;16029;3544;1222;987;564;-;13112
15.09.2013;09273;    Kelheim, Landkreis;86919;62,7;53813;26589;9002;3316;1961;780;-;12166
15.09.2013;09274;    Landshut, Landkreis;115488;65,8;75000;34870;8847;5371;2427;1089;-;22398
15.09.2013;09275;    Passau, Landkreis;148644;58,0;85138;45415;13753;4862;2563;1709;-;16837
15.09.2013;09276;    Regen, Landkreis;62576;57,0;34871;17575;5650;1813;2186;581;-;7067
15.09.2013;09277;    Rottal-Inn, Landkreis;91833;59,1;53432;30549;6017;3155;1532;734;-;11446
15.09.2013;09278;    Straubing-Bogen, Landkreis;76494;66,5;50192;27940;4853;1408;1364;676;-;13953
15.09.2013;09279;    Dingolfing-Landau, Landkreis;71287;58,8;41210;19143;6740;1703;1863;772;-;10989
15.09.2013;093;  Oberpfalz, Regierungsbezirk;849201;63,8;532304;265359;104058;30262;9915;10136;-;112576
15.09.2013;09361;    Amberg, kreisfreie Stadt;33232;53,9;17594;8462;4148;1233;435;477;-;2840
15.09.2013;09362;    Regensburg, kreisfreie Stadt;102641;59,6;60428;24981;13826;7370;1881;1734;-;10637
15.09.2013;09363;    Weiden i.d.OPf., kreisfreie Stadt;33145;56,3;18369;8783;4956;903;550;552;-;2627
15.09.2013;09371;    Amberg-Sulzbach, Landkreis;82428;65,8;53235;24927;13245;2417;980;1079;-;10590
15.09.2013;09372;    Cham, Landkreis;101939;61,2;61042;32414;7267;1996;816;876;-;17675
15.09.2013;09373;    Neumarkt i.d.OPf., Landkreis;99154;68,3;66557;37531;8896;4423;1138;1137;-;13432
15.09.2013;09374;    Neustadt a.d.Waldnaab, Landkreis;76606;67,8;51066;25301;12797;1712;883;952;-;9423
15.09.2013;09375;    Regensburg, Landkreis;145475;66,3;94940;47183;15508;5829;1892;1512;-;23017
15.09.2013;09376;    Schwandorf, Landkreis;114203;61,9;69372;33779;15996;2732;879;1211;-;14776
15.09.2013;09377;    Tirschenreuth, Landkreis;60378;66,9;39703;22000;7423;1649;463;608;-;7561
15.09.2013;094;  Oberfranken, Regierungsbezirk;849814;63,1;527280;242192;122655;37603;14531;11178;-;99123
15.09.2013;09461;    Bamberg, kreisfreie Stadt;54417;58,0;31013;12896;6408;5316;1201;916;-;4277
15.09.2013;09462;    Bayreuth, kreisfreie Stadt;56626;57,0;31835;12945;7901;3355;2322;659;-;4653
15.09.2013;09463;    Coburg, kreisfreie Stadt;32233;57,6;18239;7455;5159;1957;709;548;-;2412
15.09.2013;09464;    Hof, kreisfreie Stadt;34241;54,5;18205;7652;5116;1311;453;641;-;3034
15.09.2013;09471;    Bamberg, Landkreis;115162;66,0;75105;42338;10973;5077;1596;1432;-;13691
15.09.2013;09472;    Bayreuth, Landkreis;85211;66,2;55696;26104;12984;3023;1604;860;-;11122
15.09.2013;09473;    Coburg, Landkreis;70628;62,9;43703;19365;11926;2934;927;1009;-;7544
15.09.2013;09474;    Forchheim, Landkreis;89379;68,8;60671;24501;9310;5724;1670;1090;-;18377
15.09.2013;09475;    Hof, Landkreis;79368;64,2;49992;21468;15109;2328;1036;1273;-;8780
15.09.2013;09476;    Kronach, Landkreis;56889;63,3;35194;16673;9422;1484;781;521;-;6313
15.09.2013;09477;    Kulmbach, Landkreis;60395;63,7;37920;17270;11220;1692;1116;779;-;5844
15.09.2013;09478;    Lichtenfels, Landkreis;54692;62,1;33369;16688;7410;1350;557;493;-;6871
15.09.2013;09479;    Wunsiedel i.Fichtelgebirge, Landkreis;60573;61,0;36342;16839;9720;2057;560;960;-;6208
15.09.2013;095;  Mittelfranken, Regierungsbezirk;1277599;63,2;795540;342578;195858;78591;23498;24468;-;130547
15.09.2013;09561;    Ansbach, kreisfreie Stadt;31144;54,4;16668;6504;4222;1879;456;585;-;3024
15.09.2013;09562;    Erlangen, kreisfreie Stadt;76435;66,1;49995;19051;12761;7547;2132;1790;-;6714
15.09.2013;09563;    Fürth, kreisfreie Stadt;85359;57,1;48004;17689;14273;5341;1466;2379;-;6857
15.09.2013;09564;    Nürnberg, kreisfreie Stadt;347362;58,2;198794;77441;59082;21260;6436;8591;-;25986
15.09.2013;09565;    Schwabach, kreisfreie Stadt;29842;63,3;18632;8017;5111;1953;527;458;-;2566
15.09.2013;09571;    Ansbach, Landkreis;139533;63,1;86632;40383;14347;9426;2402;1933;-;18143
15.09.2013;09572;    Erlangen-Höchstadt, Landkreis;102237;69,6;70179;31107;15581;6612;2584;1775;-;12521
