GENESIS-Tabelle: 14344-01-03-4
Landtagswahlen: Sachsen - Wahlberechtigte und;;;;;;;;;;;;
-beteiligung, Gültige Stimmen nach Parteien;;;;;;;;;;;;
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte;;;;;;;;;;;;
Landtagswahlen: Sachsen;;;;;;;;;;;;
;;;Wahlberechtigte;Wahlbeteiligung;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen
;;;;;;Parteien;Parteien;Parteien;Parteien;Parteien;Parteien;Parteien
;;;;;;CDU/CSU;SPD;GRÜNE;FDP;DIE LINKE;AfD;Sonstige Parteien
;;;Anzahl;Prozent;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
19.09.1999;14365;    Leipzig, kreisfreie Stadt;384236;54,8;207832;98962;31977;9709;2115;53989;-;11080
19.09.1999;14374;    Delitzsch, Landkreis;100438;56,6;55996;31428;7366;946;730;12460;-;3066
19.09.1999;14375;    Döbeln, Landkreis;64053;61,0;38389;23118;3672;547;571;8434;-;2047
19.09.1999;14379;    Leipziger Land, Landkreis;129638;58,2;74126;41801;10458;1478;670;15858;-;3861
19.09.1999;14383;    Muldentalkreis;109188;60,1;64596;38227;7583;1378;844;12980;-;3584
19.09.1999;14389;    Torgau-Oschatz, Landkreis;81989;57,5;46401;26168;5465;809;605;10319;-;3035
19.09.1999;145;  Chemnitz, Statistische Region;1404850;61,5;850881;487545;96453;15446;9277;184246;-;57914
19.09.1999;14511;    Chemnitz, kreisfreie Stadt;217884;60,6;130329;64608;16428;3500;1217;35780;-;8796
19.09.1999;14521;    Erzgebirgskreis;343925;63,2;213391;130325;21150;3042;2055;41869;-;14950
19.09.1999;14522;    Mittelsachsen, Landkreis;300534;63,5;187832;111325;19435;3261;2504;38665;-;12642
19.09.1999;14523;    Vogtlandkreis;227818;60,1;135085;76691;17141;2270;1491;27778;-;9714
19.09.1999;14524;    Zwickau, Landkreis;314689;59,4;184244;104596;22299;3373;2010;40154;-;11812
19.09.1999;146;  Dresden, Statistische Region;1382117;63,4;864240;507123;73009;25843;9128;190465;-;58672
19.09.1999;14612;    Dresden, kreisfreie Stadt;382273;65,2;246129;136943;20575;13276;2212;59558;-;13565
19.09.1999;14625;    Bautzen, Landkreis;294216;63,2;183142;107625;16520;3313;2459;40645;-;12580
19.09.1999;14626;    Görlitz, Landkreis;262565;60,1;155392;89834;13924;2846;1659;34040;-;13089
19.09.1999;14627;    Meißen, Landkreis;222480;62,4;136995;82149;12116;3436;1499;28544;-;9251
19.09.1999;14628;    Sächsische Schweiz-Osterzgebirge, Landkreis;220583;65,6;142582;90572;9874;2972;1299;27678;-;10187
19.09.1999;147;  Leipzig, Statistische Region;805489;56,5;448951;236586;62849;14320;4964;105606;-;24626
19.09.1999;14713;    Leipzig, kreisfreie Stadt;387849;54,8;209845;100063;32264;9766;2132;54426;-;11194
19.09.1999;14729;    Leipzig, Landkreis;233600;59,1;135809;78436;17626;2774;1488;28205;-;7280
19.09.1999;14730;    Nordsachsen, Landkreis;184040;57,0;103297;58087;12959;1780;1344;22975;-;6152
11.09.1994;14;Sachsen;3586160;58,4;2063782;1199883;342706;85485;36075;339619;-;60014
11.09.1994;141;  Chemnitz, Regierungsbezirk;1352267;53,8;716968;430520;126920;25343;12271;101349;-;20565
11.09.1994;14161;    Chemnitz, kreisfreie Stadt;220106;53,5;116345;58432;24131;5059;1419;24511;-;2793
11.09.1994;14166;    Plauen, kreisfreie Stadt;55903;48,5;26820;14553;4997;1341;930;4229;-;770
11.09.1994;14167;    Zwickau, kreisfreie Stadt;85563;47,7;40230;22758;6756;1677;561;7331;-;1147
11.09.1994;14171;    Annaberg, Landkreis;72543;56,8;40669;26613;6171;1054;863;4457;-;1511
11.09.1994;14173;    Chemnitzer Land, Landkreis;121121;53,0;63293;39413;11539;2148;1141;7634;-;1418
11.09.1994;14177;    Freiberg, Landkreis;119555;53,4;62901;40874;9304;2303;998;7877;-;1545
11.09.1994;14178;    Vogtlandkreis;173965;52,9;90658;54799;16910;3202;1685;10657;-;3405
11.09.1994;14181;    Mittlerer Erzgebirgskreis;76936;61,5;46407;29551;7634;1385;952;5273;-;1612
11.09.1994;14182;    Mittweida, Landkreis;114013;57,8;64734;40080;11975;2003;1152;7888;-;1636
11.09.1994;14188;    Stollberg, Landkreis;79046;59,1;45890;28654;8221;1472;673;5569;-;1301
11.09.1994;14191;    Aue-Schwarzenberg, Landkreis;119397;52,9;62258;38055;10307;1885;849;9154;-;2008
11.09.1994;14193;    Zwickauer Land, Landkreis;114119;50,5;56763;36738;8975;1814;1048;6769;-;1419
11.09.1994;142;  Dresden, Regierungsbezirk;1362982;53,8;722178;425485;103130;29904;13698;125709;-;24252
11.09.1994;14262;    Dresden, kreisfreie Stadt;369346;51,3;186702;101727;22969;11329;2674;42700;-;5303
11.09.1994;14263;    Görlitz, kreisfreie Stadt;53629;47,2;24975;13830;4536;923;316;4395;-;975
11.09.1994;14264;    Hoyerswerda, kreisfreie Stadt;47761;44,7;21146;8917;4925;557;218;6081;-;448
11.09.1994;14272;    Bautzen, Landkreis;124770;59,0;72323;46307;9969;2228;1211;9858;-;2750
11.09.1994;14280;    Meißen, Landkreis;126639;55,2;68865;41548;9777;3010;2041;9769;-;2720
11.09.1994;14284;    Niederschlesischer Oberlausitzkreis;82824;50,5;41180;24249;6563;1282;647;7184;-;1255
11.09.1994;14285;    Riesa-Großenhain, Landkreis;97528;51,1;48951;27667;8491;1910;1236;8307;-;1340
11.09.1994;14286;    Löbau-Zittau, Landkreis;129127;56,1;71365;44232;9651;2257;1406;10557;-;3262
11.09.1994;14287;    Sächsische Schweiz, Landkreis;123528;54,3;66075;41638;8426;2357;1461;10051;-;2142
11.09.1994;14290;    Weißeritzkreis;87744;56,6;48974;32114;6415;1671;630;6440;-;1704
11.09.1994;14292;    Kamenz, Landkreis;120086;60,6;71622;43256;11408;2380;1858;10367;-;2353
11.09.1994;143;  Leipzig, Regierungsbezirk;870911;46,3;396770;216801;75367;19076;5972;69463;-;10091
11.09.1994;14365;    Leipzig, kreisfreie Stadt;381263;43,0;161572;79111;31812;10113;1689;35045;-;3802
11.09.1994;14374;    Delitzsch, Landkreis;73113;46,7;33604;18988;6264;1315;709;5505;-;823
11.09.1994;14375;    Döbeln, Landkreis;64661;47,9;30274;18740;4783;956;562;4584;-;649
11.09.1994;14379;    Leipziger Land, Landkreis;179528;47,1;83302;48332;16479;3123;1324;11655;-;2389
11.09.1994;14383;    Muldentalkreis;92324;51,9;47047;28349;8583;1816;757;6472;-;1070
11.09.1994;14389;    Torgau-Oschatz, Landkreis;80022;52,3;40971;23281;7446;1753;931;6202;-;1358
11.09.1994;145;  Chemnitz, Statistische Region;1417298;59,8;835512;501455;146744;29764;14370;120220;-;22959
11.09.1994;14511;    Chemnitz, kreisfreie Stadt;235948;60,0;139881;71415;28385;6118;1723;28909;-;3331
11.09.1994;14521;    Erzgebirgskreis;342770;63,1;213150;134073;35238;6327;3669;27028;-;6815
11.09.1994;14522;    Mittelsachsen, Landkreis;294867;61,1;177200;111413;29155;5981;3027;23518;-;4106
11.09.1994;14523;    Vogtlandkreis;229868;57,1;129390;76371;24165;5031;2882;16478;-;4463
11.09.1994;14524;    Zwickau, Landkreis;313845;56,8;175891;108183;29801;6307;3069;24287;-;4244
11.09.1994;146;  Dresden, Statistische Region;1362982;60,5;812588;475553;115951;34741;15429;144300;-;26614
11.09.1994;14612;    Dresden, kreisfreie Stadt;386821;60,9;232390;126549;28651;14540;3475;52575;-;6600
11.09.1994;14625;    Bautzen, Landkreis;286312;61,9;174666;103661;27897;5409;3442;28513;-;5744
11.09.1994;14626;    Görlitz, Landkreis;265668;58,3;152607;91130;22975;5061;2678;24845;-;5918
11.09.1994;14627;    Meißen, Landkreis;214885;59,5;125850;73361;19816;5239;3574;19634;-;4226
11.09.1994;14628;    Sächsische Schweiz-Osterzgebirge, Landkreis;209296;61,6;127075;80852;16612;4492;2260;18733;-;4126
11.09.1994;147;  Leipzig, Statistische Region;805880;52,3;415682;222875;80011;20980;6276;75099;-;10441
11.09.1994;14713;    Leipzig, kreisfreie Stadt;417545;50,3;207351;102512;40464;12912;2365;44218;-;4880
11.09.1994;14729;    Leipzig, Landkreis;212887;55,0;115186;67901;22372;4083;1781;16094;-;2955
11.09.1994;14730;    Nordsachsen, Landkreis;175448;54,0;93145;52462;17175;3985;2130;14787;-;2606
__________
"zu ""Wahlbeteiligung"":
Baden-Württemberg, Brandenburg, Mecklenburg-Vorpommern,
Sachsen-Anhalt, Thüringen: Ergebnisse auf Gemeindeebene
ohne Briefwähler/-innen; Briefwahlergebnisse nur in Land-
kreis- und Landesergebnissen enthalten

Sachsen: Listenstimmen; Gemeindeergebnisse in
kreisangehörigen Gemeinden
ohne Briefwahl, Briefwahlergebnisse nur in den Kreisfreien
Städten, Landkreisen, ehemaligen Direktionsbezirken und in
der Landessumme enthalten

zu ""Gültige Stimmen""
Baden-Württemberg, Brandenburg, Mecklenburg-Vorpommern,
Sachsen-Anhalt, Thüringen: Ergebnisse auf Gemeindeebene
ohne Briefwähler/-innen; Briefwahlergebnisse nur in Land-
kreis- und Landesergebnissen enthalten

Sachsen: Listenstimmen; Gemeindeergebnisse in
kreisangehörigen Gemeinden
ohne Briefwahl, Briefwahlergebnisse nur in den Kreisfreien
Städten, Landkreisen, ehemaligen Direktionsbezirken und in
der Landessumme enthalten

zu ""CDU/CSU"":
CSU nur in Bayern"
"© Statistische Ämter des Bundes und der Länder, Deutschland, 2023.
Dieses Werk ist lizenziert unter der Datenlizenz Deutschland
- Namensnennung - Version 2.0."
Stand: 14.11.2023 / 11:27:27
