GENESIS-Tabelle: 14335-01-03-4
Landtagswahlen: Nordrhein-Westfalen - Wahlberechtigte und;;;;;;;;;;;;
-beteiligung, Gültige Stimmen nach Parteien;;;;;;;;;;;;
- Wahl-/Stichtag - regionale Tiefe: Kreise und krfr. Städte;;;;;;;;;;;;
Landtagswahlen: Nordrhein-Westfalen;;;;;;;;;;;;
;;;Wahlberechtigte;Wahlbeteiligung;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen
;;;;;;Parteien;Parteien;Parteien;Parteien;Parteien;Parteien;Parteien
;;;;;;CDU/CSU;SPD;GRÜNE;FDP;DIE LINKE;AfD;Sonstige Parteien
;;;Anzahl;Prozent;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
13.05.2012;05362;    Rhein-Erft-Kreis;343384;61,6;208241;52964;81855;22179;20368;4329;-;26546
13.05.2012;05366;    Euskirchen, Kreis;148623;58,2;84826;27193;26799;7640;9566;1840;-;11788
13.05.2012;05370;    Heinsberg, Kreis;188141;57,3;105647;37806;34365;8911;8362;2100;-;14103
13.05.2012;05374;    Oberbergischer Kreis;209981;57,7;119356;38022;41324;11594;11368;2324;-;14724
13.05.2012;05378;    Rheinisch-Bergischer Kreis;215535;63,5;135245;35549;45430;17754;19022;2659;-;14831
13.05.2012;05382;    Rhein-Sieg-Kreis;446021;61,6;270872;77826;87566;34713;33029;5093;-;32645
13.05.2012;055;  Münster, Regierungsbezirk;1974100;61,3;1196209;358505;471713;124225;84662;25930;-;131174
13.05.2012;05512;    Bottrop, kreisfreie Stadt;90226;60,3;53624;10922;26861;4225;2842;1441;-;7333
13.05.2012;05513;    Gelsenkirchen, kreisfreie Stadt;183455;52,4;94624;16840;48016;7654;4177;2992;-;14945
13.05.2012;05515;    Münster, kreisfreie Stadt;225977;68,1;152586;39965;50861;29638;14888;3655;-;13579
13.05.2012;05554;    Borken, Kreis;274943;61,6;167477;69142;54342;14017;12826;2384;-;14766
13.05.2012;05558;    Coesfeld, Kreis;170204;66,4;111800;42497;35710;11872;9534;1696;-;10491
13.05.2012;05562;    Recklinghausen, Kreis;482336;59,0;280496;62506;131248;24008;16235;7812;-;38687
13.05.2012;05566;    Steinfurt, Kreis;336667;62,3;207624;71935;78209;20219;14265;3805;-;19191
13.05.2012;05570;    Warendorf, Kreis;210292;61,7;127978;44698;46466;12592;9895;2145;-;12182
13.05.2012;057;  Detmold, Regierungsbezirk;1552523;58,9;900399;265191;340308;97759;70180;22164;-;104797
13.05.2012;05711;    Bielefeld, kreisfreie Stadt;238045;61,2;143817;32309;55848;22831;10241;6132;-;16456
13.05.2012;05754;    Gütersloh, Kreis;262021;59,9;154589;49748;55666;16882;12363;3102;-;16828
13.05.2012;05758;    Herford, Kreis;193943;57,9;110380;27827;47679;11067;7805;2903;-;13099
13.05.2012;05762;    Höxter, Kreis;114904;59,8;67457;28102;20554;4962;5407;1173;-;7259
13.05.2012;05766;    Lippe, Kreis;272587;60,2;161391;39597;68118;15949;12994;3544;-;21189
13.05.2012;05770;    Minden-Lübbecke, Kreis;244715;55,7;133940;36792;55422;12917;10986;2625;-;15198
13.05.2012;05774;    Paderborn, Kreis;226308;57,8;128825;50816;37021;13151;10384;2685;-;14768
13.05.2012;059;  Arnsberg, Regierungsbezirk;2731199;58,5;1576256;386547;686446;159453;108889;41258;-;193663
13.05.2012;05911;    Bochum, kreisfreie Stadt;281908;60,7;168786;30320;78853;21858;9447;6241;-;22067
13.05.2012;05913;    Dortmund, kreisfreie Stadt;421557;56,0;233275;40939;109546;30432;14374;7711;-;30273
13.05.2012;05914;    Hagen, kreisfreie Stadt;137825;54,5;74077;16598;32722;7156;5265;1969;-;10367
13.05.2012;05915;    Hamm, kreisfreie Stadt;128490;57,6;73059;18449;34892;5508;4266;1753;-;8191
13.05.2012;05916;    Herne, kreisfreie Stadt;116116;55,5;63164;10994;31874;5592;2838;2385;-;9481
13.05.2012;05954;    Ennepe-Ruhr-Kreis;258510;61,7;157437;31380;71368;19208;12029;3926;-;19526
13.05.2012;05958;    Hochsauerlandkreis;206991;61,1;124506;48279;41581;9096;10115;2201;-;13234
13.05.2012;05962;    Märkischer Kreis;315652;56,2;174957;48710;71380;14303;13806;4087;-;22671
13.05.2012;05966;    Olpe, Kreis;104327;60,0;61760;26545;19076;4157;4761;1009;-;6212
13.05.2012;05970;    Siegen-Wittgenstein, Kreis;216493;57,8;123308;34495;50803;11436;9497;2854;-;14223
13.05.2012;05974;    Soest, Kreis;232359;59,3;135896;41763;52807;12497;11600;2807;-;14422
13.05.2012;05978;    Unna, Kreis;310971;60,6;186031;38075;91544;18210;10891;4315;-;22996
09.05.2010;05;Nordrhein-Westfalen;13267052;59,3;7760546;2681700;2675818;941162;522229;435627;-;504010
09.05.2010;051;  Düsseldorf, Regierungsbezirk;3803015;58,9;2212669;742241;767674;262033;157156;130781;-;152784
09.05.2010;05111;    Düsseldorf, kreisfreie Stadt;412910;61,1;249688;87499;72533;37996;21710;14934;-;15016
09.05.2010;05112;    Duisburg, kreisfreie Stadt;344154;54,2;184005;44331;82532;17521;7242;14657;-;17722
09.05.2010;05113;    Essen, kreisfreie Stadt;433631;58,8;251546;72507;101932;30175;13547;16265;-;17120
09.05.2010;05114;    Krefeld, kreisfreie Stadt;167852;56,4;93539;31928;30335;12253;7797;5451;-;5775
09.05.2010;05116;    Mönchengladbach, kreisfreie Stadt;194166;51,7;99025;38441;29091;11026;7830;6000;-;6637
09.05.2010;05117;    Mülheim an der Ruhr, kreisfreie Stadt;128091;64,4;81526;23357;33513;10194;4832;4633;-;4997
09.05.2010;05119;    Oberhausen, kreisfreie Stadt;157435;56,9;88435;21359;42513;8651;3496;6197;-;6219
09.05.2010;05120;    Remscheid, kreisfreie Stadt;81021;55,4;44204;14357;15000;4666;3422;2889;-;3870
09.05.2010;05122;    Solingen, kreisfreie Stadt;114221;58,2;65619;20975;21168;8249;5500;4385;-;5342
